Date	ET
20041012	1.911
20041013	0.917
20041014	2.111
20041015	1.866
20041016	1.363
20041017	1.067
20041018	1.650
20041019	1.470
20041020	1.584
20041021	1.298
20041022	1.477
20041023	1.140
20041024	1.206
20041025	0.503
20041026	2.018
20041027	0.668
20041028	1.627
20041029	1.895
20041030	1.086
20041031	0.770
20041101	0.277
20041102	0.622
20041103	0.311
20041104	0.848
20041105	1.869
20041106	1.300
20041107	1.580
20041108	0.870
20041109	0.446
20041110	2.049
20041111	2.274
20041112	0.810
20041113	0.122
20041114	0.032
20041115	0.160
20041116	0.334
20041117	0.211
20041118	0.911
20041119	1.026
20041120	0.298
20041121	0.240
20041122	1.089
20041123	0.011
20041124	1.213
20041125	1.243
20041126	1.509
20041127	1.268
20041128	0.799
20041129	0.695
20041130	0.917
20041201	1.213
20041202	0.793
20041203	0.832
20041204	0.702
20041205	1.618
20041206	0.397
20041207	1.409
20041208	1.527
20041209	1.268
20041210	0.736
20041211	0.546
20041212	0.861
20041213	0.579
20041214	0.460
20041215	0.517
20041216	0.430
20041217	0.399
20041218	0.464
20041219	0.376
20041220	0.559
20041221	0.444
20041222	0.056
20041223	0.021
20041224	0.099
20041225	0.446
20041226	1.238
20041227	1.106
20041228	0.924
20041229	0.290
20041230	0.729
20041231	0.339
20050101	0.458
20050102	0.045
20050103	1.270
20050104	0.672
20050105	1.098
20050106	0.766
20050107	1.341
20050108	1.329
20050109	1.301
20050110	0.819
20050111	0.661
20050112	0.721
20050113	1.289
20050114	0.973
20050115	0.357
20050116	0.385
20050117	0.320
20050118	0.515
20050119	0.555
20050120	0.592
20050121	0.426
20050122	0.563
20050123	0.519
20050124	0.336
20050125	0.498
20050126	0.281
20050127	0.137
20050128	0.744
20050129	0.964
20050130	0.232
20050131	0.640
20050201	0.393
20050202	1.398
20050203	0.798
20050204	0.669
20050205	0.337
20050206	1.641
20050207	1.086
20050208	1.082
20050209	0.778
20050210	0.584
20050211	0.180
20050212	0.366
20050213	1.362
20050214	0.701
20050215	0.620
20050216	0.531
20050217	0.409
20050218	0.135
20050219	1.791
20050220	1.094
20050221	0.847
20050222	0.572
20050223	0.561
20050224	1.127
20050225	0.507
20050226	0.421
20050227	0.603
20050228	0.640
20050301	0.446
20050302	0.547
20050303	0.506
20050304	1.935
20050305	0.786
20050306	0.458
20050307	1.202
20050308	0.690
20050309	0.596
20050310	0.867
20050311	0.438
20050312	0.665
20050313	0.369
20050314	0.042
20050315	0.057
20050316	0.416
20050317	1.715
20050318	2.641
20050319	1.868
20050320	1.228
20050321	0.749
20050322	2.472
20050323	1.066
20050324	0.985
20050325	0.612
20050326	0.300
20050327	2.707
20050328	1.666
20050329	1.264
20050330	1.127
20050331	0.462
20050401	2.861
20050402	1.613
20050403	0.989
20050404	1.175
20050405	1.374
20050406	1.471
20050407	1.041
20050408	0.977
20050409	1.321
20050410	0.940
20050411	1.041
20050412	1.110
20050413	1.074
20050414	0.993
20050415	1.679
20050416	2.433
20050417	1.624
20050418	3.493
20050419	2.865
20050420	2.525
20050421	1.816
20050422	1.418
20050423	1.123
20050424	0.868
20050425	1.994
20050426	1.281
20050427	0.847
20050428	0.523
20050429	0.646
20050430	0.559
20050501	0.326
20050502	0.428
20050503	0.377
20050504	2.132
20050505	2.338
20050506	1.653
20050507	1.475
20050508	1.208
20050509	1.050
20050510	0.920
20050511	0.608
20050512	0.482
20050513	0.798
20050514	0.815
20050515	1.469
20050516	0.640
20050517	0.879
20050518	0.742
20050519	0.750
20050520	0.709
20050521	0.798
20050522	0.681
20050523	1.078
20050524	0.312
20050525	0.507
20050526	0.430
20050527	0.302
20050528	2.147
20050529	1.110
20050530	2.071
20050531	2.444
20050601	3.112
20050602	1.593
20050603	3.189
20050604	3.497
20050605	1.560
20050606	2.218
20050607	1.836
20050608	1.029
20050609	0.519
20050610	0.984
20050611	2.132
20050612	6.752
20050613	4.353
20050614	3.615
20050615	4.016
20050616	3.096
20050617	1.471
20050618	1.447
20050619	1.325
20050620	1.252
20050621	1.268
20050622	1.163
20050623	1.362
20050624	7.363
20050625	3.445
20050626	1.850
20050627	1.597
20050628	6.914
20050629	2.776
20050630	1.459
20050701	1.054
20050702	0.989
20050703	1.297
20050704	0.584
20050705	0.949
20050706	6.640
20050707	6.831
20050708	5.459
20050709	5.240
20050710	2.695
20050711	3.092
20050712	1.864
20050713	1.698
20050714	1.864
20050715	1.970
20050716	2.087
20050717	2.687
20050718	5.848
20050719	1.572
20050720	1.779
20050721	1.759
20050722	2.067
20050723	2.164
20050724	2.622
20050725	2.395
20050726	1.213
20050727	3.489
20050728	2.233
20050729	0.778
20050730	0.632
20050731	0.608
20050801	0.498
20050802	0.981
20050803	0.446
20050804	0.024
20050805	0.280
20050806	0.300
20050807	4.434
20050808	1.905
20050809	1.272
20050810	1.127
20050811	0.924
20050812	1.465
20050813	1.728
20050814	0.438
20050815	0.956
20050816	3.866
20050817	2.744
20050818	1.734
20050819	1.867
20050820	2.539
20050821	3.214
20050822	1.944
20050823	2.759
20050824	1.790
20050825	1.398
20050826	1.396
20050827	4.660
20050828	2.228
20050829	1.394
20050830	1.135
20050831	1.135
20050901	0.984
20050902	3.210
20050903	1.378
20050904	0.940
20050905	0.685
20050906	0.916
20050907	0.859
20050908	0.766
20050909	0.725
20050910	0.657
20050911	0.417
20050912	0.689
20050913	1.374
20050914	0.470
20050915	0.746
20050916	0.507
20050917	0.365
20050918	0.709
20050919	0.786
20050920	0.462
20050921	0.596
20050922	0.588
20050923	0.393
20050924	0.365
20050925	0.669
20050926	0.373
20050927	0.272
20050928	0.304
20050929	0.898
20050930	0.531
20051001	0.575
20051002	0.730
20051003	1.023
20051004	0.788
20051005	0.924
20051006	0.614
20051007	1.310
20051008	0.468
20051009	0.247
20051010	1.800
20051011	1.131
20051012	0.332
20051013	0.548
20051014	0.772
20051015	0.325
20051016	0.948
20051017	0.559
20051018	0.501
20051019	4.404
20051020	1.520
20051021	1.090
20051022	0.758
20051023	0.742
20051024	0.482
20051025	0.531
20051026	1.057
20051027	2.261
20051028	0.693
20051029	1.002
20051030	1.129
20051031	1.231
20051101	0.567
20051102	0.523
20051103	0.871
20051104	0.426
20051105	0.430
20051106	0.639
20051107	0.296
20051108	0.417
20051109	0.365
20051110	0.384
20051111	0.828
20051112	0.541
20051113	0.513
20051114	0.970
20051115	0.750
20051116	0.154
20051117	0.211
20051118	0.225
20051119	0.255
20051120	0.259
20051121	0.332
20051122	0.766
20051123	0.223
20051124	0.008
20051125	0.242
20051126	0.791
20051127	0.747
20051128	1.876
20051129	1.714
20051130	2.237
20051201	0.725
20051202	1.240
20051203	0.535
20051204	0.332
20051205	0.507
20051206	0.272
20051207	0.255
20051208	0.178
20051209	0.377
20051210	0.288
20051211	0.231
20051212	0.073
20051213	0.361
20051214	0.430
20051215	0.211
20051216	0.220
20051217	0.486
20051218	0.815
20051219	0.209
20051220	1.114
20051221	0.924
20051222	0.725
20051223	0.604
20051224	0.624
20051225	0.203
20051226	0.571
20051227	0.470
20051228	0.073
20051229	0.276
20051230	0.138
20051231	0.186
20060101	0.434
20060102	0.320
20060103	0.442
20060104	0.215
20060105	0.215
20060106	0.263
20060107	0.280
20060108	0.413
20060109	0.290
20060110	0.802
20060111	0.652
20060112	0.442
20060113	0.081
20060114	0.255
20060115	0.450
20060116	0.279
20060117	1.244
20060118	0.669
20060119	0.442
20060120	0.008
20060121	0.101
20060122	0.235
20060123	0.182
20060124	0.276
20060125	0.045
20060126	0.162
20060127	0.151
20060128	0.798
20060129	0.304
20060130	0.048
20060131	0.100
20060201	0.515
20060202	0.105
20060203	0.844
20060204	0.221
20060205	0.486
20060206	0.401
20060207	0.235
20060208	0.057
20060209	0.201
20060210	0.904
20060211	0.691
20060212	0.251
20060213	0.724
20060214	0.182
20060215	1.726
20060216	0.734
20060217	0.263
20060218	0.097
20060219	0.227
20060220	0.421
20060221	0.843
20060222	0.671
20060223	0.390
20060224	1.419
20060225	1.059
20060226	0.669
20060227	1.155
20060228	0.211
20060301	0.462
20060302	0.847
20060303	0.503
20060304	0.511
20060305	1.848
20060306	0.596
20060307	0.472
20060308	0.559
20060309	0.061
20060310	0.709
20060311	0.409
20060312	1.080
20060313	0.397
20060314	0.041
20060315	0.097
20060316	0.405
20060317	0.787
20060318	0.853
20060319	1.180
20060320	3.915
20060321	2.508
20060322	0.214
20060323	1.232
20060324	2.233
20060325	1.670
20060326	2.014
20060327	0.729
20060328	0.304
20060329	0.956
20060330	1.402
20060331	0.644
20060401	1.051
20060402	0.887
20060403	0.373
20060404	0.509
20060405	0.831
20060406	1.804
20060407	0.118
20060408	0.470
20060409	1.189
20060410	0.304
20060411	1.232
20060412	0.361
20060413	0.977
20060414	1.323
20060415	1.595
20060416	0.417
20060417	0.450
20060418	0.771
20060419	0.195
20060420	0.691
20060421	0.587
20060422	1.221
20060423	0.896
20060424	0.504
20060425	0.887
20060426	0.053
20060427	0.323
20060428	1.347
20060429	3.116
20060430	1.520
20060501	0.454
20060502	0.292
20060503	0.028
20060504	0.261
20060505	0.786
20060506	3.184
20060507	2.128
20060508	2.225
20060509	1.161
20060510	0.970
20060511	0.874
20060512	0.713
20060513	0.446
20060514	0.458
20060515	0.510
20060516	0.405
20060517	0.259
20060518	0.385
20060519	0.393
20060520	0.296
20060521	0.649
20060522	0.182
20060523	0.802
20060524	4.527
20060525	3.303
20060526	1.763
20060527	1.479
20060528	1.779
20060529	0.729
20060530	0.649
20060531	2.196
20060601	4.126
20060602	1.289
20060603	1.135
20060604	1.345
20060605	1.317
20060606	0.567
20060607	0.567
20060608	0.693
20060609	0.231
20060610	1.422
20060611	0.580
20060612	1.294
20060613	0.324
20060614	0.272
20060615	1.909
20060616	0.324
20060617	0.657
20060618	0.170
20060619	0.255
20060620	0.276
20060621	0.571
20060622	0.788
20060623	3.526
20060624	1.845
20060625	4.229
20060626	4.609
20060627	3.321
20060628	2.192
20060629	5.803
20060630	2.881
20060701	1.925
20060702	1.670
20060703	1.580
20060704	0.794
20060705	1.748
20060706	2.134
20060707	5.633
20060708	3.084
20060709	2.749
20060710	5.017
20060711	2.650
20060712	2.761
20060713	2.468
20060714	1.074
20060715	2.047
20060716	1.905
20060717	1.844
20060718	1.852
20060719	7.035
20060720	4.032
20060721	2.407
20060722	2.314
20060723	2.346
20060724	2.468
20060725	3.201
20060726	3.169
20060727	1.147
20060728	2.667
20060729	3.351
20060730	2.958
20060731	3.307
20060801	3.068
20060802	2.106
20060803	2.805
20060804	5.110
20060805	4.510
20060806	4.806
20060807	4.206
20060808	4.539
20060809	4.989
20060810	3.984
20060811	3.915
20060812	4.596
20060813	4.397
20060814	1.572
20060815	1.215
20060816	4.758
20060817	5.801
20060818	5.009
20060819	4.292
20060820	3.019
20060821	3.390
20060822	2.920
20060823	6.581
20060824	7.209
20060825	6.411
20060826	2.873
20060827	0.567
20060828	5.977
20060829	4.697
20060830	5.280
20060831	5.264
20060901	4.001
20060902	1.432
20060903	0.397
20060904	3.120
20060905	3.161
20060906	4.211
20060907	4.202
20060908	2.861
20060909	2.683
20060910	3.189
20060911	2.192
20060912	1.929
20060913	3.295
20060914	2.688
20060915	3.607
20060916	4.194
20060917	3.120
20060918	2.821
20060919	3.189
20060920	2.902
20060921	4.108
20060922	3.412
20060923	2.573
20060924	2.290
20060925	2.622
20060926	3.266
20060927	3.323
20060928	2.237
20060929	2.861
20060930	3.639
20061001	3.530
20061002	3.951
20061003	4.064
20061004	2.362
20061005	2.290
20061006	2.638
20061007	2.626
20061008	1.309
20061009	1.486
20061010	1.692
20061011	2.590
20061012	1.471
20061013	2.403
20061014	0.977
20061015	0.672
20061016	2.987
20061017	3.291
20061018	1.064
20061019	2.019
20061020	2.318
20061021	1.483
20061022	1.329
20061023	1.386
20061024	1.086
20061025	1.702
20061026	1.183
20061027	1.548
20061028	1.370
20061029	1.528
20061030	1.568
20061031	0.624
20061101	0.478
20061102	0.397
20061103	1.597
20061104	0.365
20061105	0.195
20061106	0.430
20061107	0.413
20061108	0.426
20061109	0.377
20061110	0.397
20061111	0.207
20061112	0.300
20061113	0.272
20061114	0.118
20061115	0.685
20061116	0.235
20061117	0.296
20061118	0.122
20061119	0.320
20061120	0.377
20061121	0.385
20061122	0.385
20061123	0.280
20061124	0.332
20061125	0.113
20061126	0.118
20061127	0.072
20061128	0.989
20061129	1.307
20061130	1.743
20061201	0.357
20061202	0.628
20061203	0.397
20061204	0.519
20061205	1.139
20061206	1.013
20061207	0.531
20061208	0.369
20061209	0.296
20061210	0.596
20061211	0.470
20061212	0.434
20061213	0.369
20061214	0.819
20061215	1.046
20061216	1.058
20061217	0.247
20061218	0.216
20061219	0.011
20061220	0.053
20061221	0.158
20061222	0.089
20061223	0.952
20061224	1.305
20061225	2.055
20061226	1.224
20061227	1.666
20061228	0.413
20061229	0.346
20061230	0.475
20061231	0.122
20070101	0.511
20070102	0.798
20070103	1.613
20070104	2.196
20070105	1.580
20070106	0.879
20070107	1.066
20070108	0.681
20070109	0.608
20070110	0.916
20070111	0.940
20070112	0.275
20070113	0.181
20070114	0.293
20070115	0.689
20070116	0.575
20070117	0.682
20070118	0.636
20070119	0.101
20070120	5.135
20070121	0.263
20070122	0.255
20070123	0.496
20070124	0.691
20070125	0.944
20070126	1.540
20070127	1.747
20070128	0.746
20070129	0.883
20070130	0.450
20070131	0.619
20070201	0.493
20070202	0.797
20070203	1.244
20070204	0.616
20070205	0.750
20070206	0.725
20070207	0.142
20070208	0.166
20070209	0.130
20070210	0.274
20070211	0.612
20070212	0.162
20070213	0.786
20070214	0.032
20070215	0.016
20070216	1.860
20070217	1.349
20070218	0.827
20070219	0.847
20070220	0.543
20070221	0.543
20070222	0.466
20070223	0.512
20070224	2.280
20070225	0.851
20070226	0.563
20070227	0.466
20070228	0.563
20070301	0.251
20070302	0.296
20070303	0.442
20070304	0.316
20070305	0.292
20070306	0.385
20070307	0.964
20070308	0.365
20070309	0.450
20070310	0.310
20070311	0.577
20070312	0.868
20070313	1.163
20070314	0.802
20070315	0.211
20070316	0.288
20070317	0.913
20070318	0.733
20070319	0.402
20070320	0.415
20070321	0.943
20070322	0.789
20070323	2.337
20070324	4.838
20070325	2.257
20070326	1.460
20070327	1.852
20070328	1.572
20070329	2.359
20070330	0.413
20070331	3.291
20070401	1.836
20070402	1.690
20070403	1.332
20070404	0.928
20070405	0.604
20070406	0.131
20070407	0.400
20070408	0.615
20070409	1.321
20070410	1.301
20070411	1.041
20070412	0.668
20070413	0.935
20070414	4.035
20070415	2.650
20070416	1.447
20070417	1.597
20070418	1.074
20070419	1.131
20070420	0.770
20070421	1.069
20070422	5.465
20070423	1.293
20070424	1.706
20070425	1.362
20070426	0.669
20070427	0.847
20070428	0.770
20070429	0.758
20070430	0.609
20070501	0.584
20070502	0.310
20070503	3.576
20070504	1.961
20070505	1.325
20070506	1.013
20070507	2.047
20070508	0.891
20070509	2.375
20070510	2.326
20070511	1.297
20070512	0.932
20070513	0.835
20070514	0.847
20070515	4.914
20070516	1.836
20070517	1.406
20070518	0.503
20070519	1.253
20070520	1.130
20070521	1.717
20070522	1.499
20070523	0.494
20070524	1.469
20070525	0.284
20070526	3.890
20070527	1.666
20070528	1.545
20070529	2.833
20070530	1.143
20070531	0.494
20070601	0.678
20070602	3.591
20070603	3.595
20070604	4.211
20070605	2.180
20070606	1.617
20070607	1.455
20070608	1.131
20070609	0.580
20070610	3.747
20070611	1.370
20070612	0.977
20070613	0.867
20070614	0.916
20070615	0.604
20070616	0.677
20070617	0.608
20070618	1.256
20070619	2.639
20070620	4.311
20070621	1.552
20070622	6.028
20070623	3.992
20070624	2.152
20070625	1.572
20070626	1.907
20070627	5.083
20070628	2.267
20070629	2.294
20070630	2.196
20070701	2.452
20070702	2.136
20070703	2.626
20070704	2.826
20070705	5.319
20070706	4.385
20070707	5.001
20070708	5.361
20070709	5.126
20070710	5.430
20070711	2.828
20070712	3.823
20070713	4.352
20070714	6.079
20070715	6.464
20070716	6.285
20070717	6.516
20070718	6.525
20070719	5.945
20070720	5.386
20070721	4.677
20070722	4.879
20070723	5.823
20070724	6.448
20070725	6.038
20070726	5.864
20070727	5.592
20070728	5.224
20070729	3.894
20070730	4.972
20070731	4.393
20070801	4.540
20070802	1.114
20070803	3.392
20070804	6.662
20070805	7.161
20070806	7.161
20070807	6.593
20070808	6.808
20070809	4.875
20070810	7.169
20070811	7.598
20070812	6.756
20070813	6.520
20070814	6.439
20070815	5.937
20070816	5.382
20070817	3.919
20070818	3.663
20070819	5.183
20070820	5.868
20070821	4.883
20070822	4.220
20070823	4.499
20070824	4.294
20070825	3.967
20070826	4.192
20070827	3.881
20070828	3.700
20070829	3.391
20070830	1.035
20070831	3.578
20070901	3.444
20070902	3.268
20070903	2.822
20070904	2.456
20070905	2.457
20070906	2.167
20070907	1.729
20070908	2.830
20070909	1.565
20070910	1.851
20070911	2.720
20070912	2.420
20070913	2.800
20070914	2.429
20070915	2.207
20070916	2.906
20070917	1.723
20070918	3.381
20070919	2.220
20070920	2.038
20070921	2.219
20070922	2.214
20070923	2.198
20070924	3.465
20070925	2.617
20070926	1.775
20070927	1.848
20070928	2.029
20070929	1.637
20070930	2.493
20071001	1.632
20071002	2.786
20071003	2.573
20071004	2.386
20071005	1.924
20071006	1.934
20071007	1.589
20071008	1.378
20071009	1.491
20071010	1.436
20071011	2.252
20071012	2.367
20071013	2.255
20071014	1.309
20071015	1.367
20071016	1.039
20071017	1.337
20071018	1.010
20071019	0.737
20071020	1.060
20071021	0.469
20071022	0.485
20071023	0.445
20071024	0.351
20071025	1.979
20071026	2.672
20071027	1.528
20071028	1.567
20071029	1.219
20071030	1.315
20071031	0.829
20071101	0.612
20071102	0.678
20071103	0.323
20071104	0.616
20071105	0.716
20071106	0.373
20071107	0.449
20071108	0.521
20071109	0.336
20071110	0.336
20071111	0.551
20071112	0.283
20071113	0.452
20071114	0.589
20071115	0.303
20071116	0.408
20071117	0.259
20071118	0.310
20071119	0.424
20071120	0.582
20071121	0.201
20071122	0.112
20071123	0.272
20071124	0.892
20071125	0.451
20071126	0.460
20071127	0.306
20071128	0.405
20071129	0.215
20071130	0.253
20071201	1.145
20071202	0.715
20071203	0.465
20071204	0.328
20071205	0.211
20071206	0.262
20071207	0.301
20071208	0.158
20071209	0.418
20071210	0.063
20071211	0.622
20071212	0.485
20071213	0.771
20071214	0.342
20071215	1.229
20071216	0.612
20071217	1.204
20071218	1.017
20071219	1.190
20071220	0.683
20071221	0.763
20071222	1.443
20071223	0.630
20071224	0.965
20071225	1.118
20071226	0.619
20071227	0.172
20071228	0.643
20071229	0.763
20071230	0.885
20071231	0.836
20080101	0.443
20080102	0.532
20080103	0.497
20080104	0.557
20080105	0.548
20080106	0.457
20080107	0.053
20080108	0.595
20080109	0.523
20080110	0.368
20080111	0.398
20080112	0.334
20080113	0.284
20080114	0.276
20080115	0.252
20080116	0.140
20080117	0.386
20080118	0.269
20080119	0.159
20080120	0.224
20080121	0.388
20080122	0.069
20080123	0.261
20080124	0.277
20080125	0.493
20080126	0.368
20080127	0.160
20080128	0.171
20080129	0.489
20080130	0.384
20080131	0.349
20080201	1.253
20080202	0.438
20080203	0.379
20080204	0.371
20080205	0.050
20080206	0.546
20080207	0.324
20080208	0.466
20080209	0.323
20080210	0.295
20080211	0.323
20080212	0.203
20080213	0.173
20080214	0.314
20080215	0.128
20080216	0.027
20080217	0.874
20080218	1.658
20080219	1.227
20080220	0.118
20080221	0.481
20080222	1.379
20080223	1.238
20080224	0.829
20080225	0.784
20080226	0.550
20080227	0.495
20080228	0.633
20080229	0.508
20080301	0.443
20080302	3.402
20080303	2.461
20080304	1.399
20080305	1.081
20080306	0.600
20080307	0.925
20080308	0.684
20080309	0.577
20080310	0.505
20080311	1.118
20080312	0.595
20080313	0.548
20080314	2.003
20080315	0.442
20080316	0.038
20080317	0.277
20080318	0.686
20080319	0.663
20080320	0.628
20080321	0.382
20080322	0.246
20080323	0.135
20080324	0.571
20080325	0.617
20080326	0.306
20080327	0.145
20080328	0.455
20080329	0.502
20080330	0.430
20080331	0.489
20080401	0.219
20080402	0.175
20080403	0.323
20080404	0.426
20080405	0.446
20080406	0.314
20080407	0.036
20080408	0.017
20080409	0.059
20080410	5.635
20080411	1.373
20080412	2.171
20080413	1.519
20080414	1.291
20080415	0.853
20080416	0.707
20080417	0.306
20080418	5.382
20080419	3.599
20080420	2.306
20080421	1.443
20080422	0.819
20080423	0.365
20080424	1.341
20080425	0.567
20080426	0.709
20080427	0.940
20080428	0.604
20080429	0.705
20080430	0.693
20080501	2.835
20080502	3.574
20080503	0.762
20080504	1.237
20080505	0.136
20080506	0.077
20080507	0.906
20080508	4.263
20080509	1.281
20080510	2.047
20080511	1.317
20080512	1.208
20080513	0.620
20080514	0.756
20080515	2.500
20080516	2.063
20080517	0.956
20080518	1.058
20080519	1.175
20080520	0.596
20080521	1.002
20080522	1.589
20080523	0.669
20080524	0.612
20080525	1.519
20080526	3.064
20080527	0.652
20080528	0.174
20080529	3.095
20080530	5.783
20080531	2.326
20080601	1.341
20080602	1.544
20080603	1.791
20080604	0.373
20080605	1.118
20080606	0.768
20080607	9.912
20080608	5.398
20080609	4.737
20080610	2.079
20080611	2.930
20080612	1.301
20080613	1.302
20080614	0.604
20080615	2.201
20080616	0.770
20080617	1.328
20080618	4.637
20080619	4.261
20080620	3.360
20080621	6.371
20080622	4.192
20080623	3.003
20080624	2.397
20080625	5.544
20080626	2.885
20080627	2.310
20080628	2.179
20080629	5.487
20080630	2.735
20080701	2.298
20080702	2.452
20080703	3.795
20080704	3.635
20080705	3.084
20080706	2.780
20080707	2.423
20080708	1.390
20080709	3.616
20080710	4.208
20080711	5.580
20080712	3.752
20080713	2.053
20080714	3.211
20080715	5.118
20080716	4.247
20080717	4.705
20080718	3.889
20080719	3.842
20080720	4.142
20080721	3.971
20080722	4.154
20080723	3.801
20080724	3.547
20080725	3.231
20080726	3.223
20080727	3.086
20080728	5.387
20080729	5.554
20080730	4.381
20080731	4.299
20080801	3.717
20080802	3.666
20080803	3.511
20080804	3.568
20080805	3.069
20080806	2.474
20080807	2.150
20080808	1.822
20080809	2.511
20080810	1.363
20080811	1.910
20080812	2.826
20080813	5.477
20080814	5.191
20080815	4.631
20080816	3.153
20080817	1.534
20080818	4.496
20080819	2.384
20080820	3.370
20080821	6.147
20080822	6.553
20080823	5.037
20080824	5.301
20080825	4.677
20080826	6.616
20080827	6.357
20080828	4.900
20080829	2.512
20080830	4.035
20080831	5.971
20080901	5.046
20080902	3.565
20080903	3.166
20080904	3.325
20080905	3.954
20080906	3.932
20080907	3.466
20080908	1.855
20080909	2.022
20080910	3.001
20080911	1.183
20080912	2.656
20080913	3.827
20080914	3.334
20080915	3.209
20080916	3.457
20080917	3.434
20080918	3.266
20080919	2.950
20080920	2.995
20080921	2.936
20080922	2.911
20080923	2.687
20080924	2.561
20080925	2.602
20080926	2.618
20080927	2.699
20080928	2.453
20080929	2.092
20080930	2.094
20081001	2.074
20081002	2.353
20081003	3.261
20081004	2.502
20081005	1.347
20081006	1.978
20081007	2.020
20081008	1.918
20081009	1.797
20081010	1.977
20081011	0.114
20081012	0.540
20081013	1.709
20081014	0.300
20081015	2.942
20081016	1.520
20081017	2.433
20081018	2.464
20081019	2.107
20081020	0.887
20081021	2.360
20081022	2.966
20081023	1.649
20081024	1.200
20081025	1.175
20081026	1.208
20081027	0.819
20081028	0.734
20081029	0.721
20081030	0.819
20081031	0.669
20081101	0.628
20081102	0.669
20081103	0.397
20081104	0.897
20081105	0.765
20081106	0.343
20081107	0.331
20081108	0.426
20081109	0.323
20081110	1.061
20081111	0.328
20081112	1.009
20081113	0.490
20081114	0.543
20081115	0.328
20081116	0.373
20081117	0.296
20081118	0.190
20081119	0.413
20081120	0.276
20081121	0.061
20081122	0.401
20081123	0.243
20081124	0.892
20081125	0.377
20081126	0.308
20081127	0.418
20081128	0.280
20081129	0.819
20081130	0.539
20081201	0.361
20081202	0.336
20081203	0.336
20081204	0.247
20081205	0.227
20081206	0.227
20081207	0.138
20081208	0.393
20081209	0.140
20081210	0.892
20081211	0.547
20081212	0.231
20081213	0.438
20081214	0.369
20081215	0.300
20081216	0.166
20081217	0.166
20081218	0.186
20081219	0.203
20081220	0.409
20081221	0.020
20081222	0.063
20081223	0.170
20081224	0.438
20081225	0.069
20081226	0.272
20081227	0.016
20081228	0.328
20081229	0.447
20081230	0.539
20081231	0.303
20090101	0.552
20090102	0.239
20090103	0.103
20090104	0.436
20090105	0.472
20090106	0.292
20090107	0.128
20090108	0.054
20090109	0.008
20090110	0.482
20090111	0.222
20090112	0.099
20090113	0.210
20090114	0.086
20090115	0.107
20090116	0.774
20090117	0.210
20090118	0.152
20090119	0.321
20090120	0.161
20090121	0.284
20090122	0.951
20090123	1.235
20090124	0.012
20090125	0.296
20090126	0.092
20090127	0.626
20090128	0.473
20090129	0.321
20090130	0.309
20090131	0.618
20090201	0.177
20090202	0.483
20090203	0.115
20090204	0.561
20090205	0.284
20090206	0.181
20090207	0.033
20090208	0.319
20090209	2.713
20090210	1.121
20090211	1.584
20090212	0.387
20090213	0.618
20090214	0.292
20090215	0.021
20090216	0.296
20090217	0.486
20090218	0.874
20090219	0.177
20090220	0.601
20090221	0.074
20090222	0.251
20090223	0.177
20090224	0.375
20090225	0.272
20090226	0.473
20090227	0.635
20090228	0.416
20090301	0.025
20090302	0.247
20090303	0.288
20090304	0.193
20090305	0.226
20090306	0.162
20090307	0.346
20090308	0.383
20090309	0.407
20090310	0.445
20090311	0.255
20090312	3.558
20090313	0.461
20090314	1.556
20090315	1.375
20090316	0.947
20090317	0.601
20090318	0.103
20090319	0.292
20090320	0.287
20090321	0.251
20090322	0.595
20090323	1.482
20090324	0.276
20090325	0.276
20090326	0.350
20090327	0.400
20090328	7.127
20090329	1.902
20090330	1.128
20090331	0.700
20090401	0.409
20090402	4.515
20090403	1.375
20090404	1.223
20090405	1.107
20090406	0.741
20090407	0.688
20090408	0.358
20090409	0.218
20090410	0.613
20090411	1.083
20090412	2.315
20090413	2.367
20090414	1.416
20090415	0.898
20090416	1.205
20090417	2.725
20090418	0.700
20090419	1.301
20090420	0.856
20090421	0.770
20090422	0.762
20090423	0.457
20090424	0.478
20090425	0.128
20090426	1.103
20090427	0.325
20090428	0.093
20090429	0.449
20090430	0.650
20090501	0.494
20090502	0.879
20090503	1.155
20090504	0.753
20090505	1.222
20090506	0.169
20090507	4.578
20090508	6.698
20090509	2.359
20090510	1.116
20090511	1.083
20090512	2.242
20090513	1.737
20090514	5.677
20090515	5.739
20090516	1.491
20090517	4.924
20090518	2.989
20090519	2.338
20090520	1.787
20090521	0.967
20090522	1.219
20090523	0.655
20090524	0.445
20090525	1.161
20090526	2.577
20090527	2.212
20090528	2.042
20090529	1.190
20090530	1.317
20090531	1.112
20090601	1.688
20090602	3.652
20090603	2.627
20090604	2.231
20090605	5.974
20090606	8.028
20090607	5.290
20090608	1.869
20090609	1.272
20090610	2.854
20090611	1.313
20090612	1.235
20090613	0.350
20090614	0.395
20090615	2.085
20090616	1.009
20090617	1.173
20090618	4.826
20090619	4.869
20090620	3.079
20090621	6.777
20090622	3.582
20090623	2.334
20090624	1.692
20090625	1.523
20090626	1.215
20090627	1.476
20090628	1.173
20090629	0.634
20090630	1.140
20090701	1.721
20090702	1.964
20090703	2.053
20090704	0.819
20090705	0.161
20090706	0.241
20090707	0.399
20090708	1.663
20090709	0.741
20090710	0.914
20090711	0.580
20090712	0.552
20090713	0.502
20090714	0.539
20090715	0.321
20090716	3.349
20090717	1.865
20090718	3.292
20090719	2.523
20090720	3.296
20090721	0.975
20090722	3.340
20090723	2.911
20090724	1.737
20090725	1.302
20090726	2.441
